Author,Title,Ban Status,Secondary Author(s),Illustrator(s),Translator(s),State,District,Date of Challenge/Removal,Origin of Challenge,Academic Year
"Maas, Sarah J.",A Court of Thorns and Roses,Banned,,,,Iowa,South Tama County Community School District,December 2023,Administration,2023-2024
"Maas, Sarah J.",A Court of Thorns and Roses,Banned,,,,Iowa,Southeast Polk Community School District,June 2024,Administration,2023-2024
"Maas, Sarah J.",A Court of Thorns and Roses,Banned pending investigation,,,,Iowa,Spencer Community School District,June 2024,Administration,2023-2024
"Maas, Sarah J.",A Court of Thorns and Roses,Banned,,,,Iowa,Union Community School District,June 2024,Administration,2023-2024
"Maas, Sarah J.",A Court of Thorns and Roses,Banned pending investigation,,,,Iowa,Urbandale Community School District,October 2023,Administration,2023-2024
"Maas, Sarah J.",A Court of Thorns and Roses,Banned pending investigation,,,,Iowa,Waterloo Community School District,June 2024,Administration,2023-2024
"Maas, Sarah J.",A Court of Thorns and Roses,Banned pending investigation,,,,Iowa,West Des Moines Community Schools,October 2023,Administration,2023-2024
"Maas, Sarah J.",A Court of Thorns and Roses,Banned,,,,Iowa,Western Dubuque Community School District,June 2024,Administration,2023-2024
"Maas, Sarah J.",A Court of Thorns and Roses,Banned,,,,Iowa,Winterset Community School District,October 2023,Administration,2023-2024
"Maas, Sarah J.",A Court of Thorns and Roses,Banned by restriction,,,,Maine,Hermon School Department,August 2023,Administration,2023-2024
"Maas, Sarah J.",A Court of Thorns and Roses,Banned,,,,Maryland,Caroll County School District,August 2023,Formal Challenge,2023-2024
"Maas, Sarah J.",A Court of Thorns and Roses,Banned by restriction,,,,Missouri,Cameron R-1 School District,February 2024,Administration,2023-2024
"Maas, Sarah J.",A Court of Thorns and Roses,Banned,,,,North Carolina,Burke County Public Schools,October 2023,Administration,2023-2024
"Maas, Sarah J.",A Court of Thorns and Roses,Banned,,,,North Carolina,Catawba County Schools,November 2023,Administration,2023-2024
"Maas, Sarah J.",A Court of Thorns and Roses,Banned,,,,South Carolina,Lexington-Richland School District 5,December 2023,Formal Challenge,2023-2024
"Maas, Sarah J.",A Court of Thorns and Roses,Banned,,,,South Carolina,Spartanburg County School District One,February 2024,Administration,2023-2024
"Maas, Sarah J.",A Court of Thorns and Roses,Banned,,,,Tennessee,Rutherford County Schools,February 2024,Administration,2023-2024
"Maas, Sarah J.",A Court of Thorns and Roses,Banned,,,,Texas,Fort Worth Independent School District,August 2023,Administration,2023-2024
"Maas, Sarah J.",A Court of Thorns and Roses,Banned,,,,Texas,North East Independent School District,June 2024,Administration,2023-2024
"Maas, Sarah J.",A Court of Thorns and Roses,Banned,,,,Texas,Plano Independent School District,October 2023,Informal Challenge,2023-2024
"Maas, Sarah J.",A Court of Thorns and Roses,Banned,,,,Virginia,Hanover County Public Schools,August 2023,Administration,2023-2024
"Maas, Sarah J.",A Court of Thorns and Roses,Banned by restriction,,,,Wisconsin,Elkhorn Area School District,November 2023,"Informal Challenge, Administration",2023-2024
"Maas, Sarah J.",A Court of Thorns and Roses,Banned,,,,Wisconsin,Howard-Suamic School District,November 2023,Administration,2023-2024
"Maas, Sarah J.",A Court of Thorns and Roses,Banned,,,,Wisconsin,Menomonee Falls Schools,October 2023,Formal Challenge,2023-2024
"Maas, Sarah J.",A Court of Thorns and Roses,Banned by restriction,,,,Wyoming,Laramie County School District No. 1,May 2024,Formal Challenge,2023-2024
"Maas, Sarah J.",A Court of Wings and Ruin,Banned pending investigation,,,,Alaska,Matanuska-Susitna Borough School District,September 2023,Formal Challenge,2023-2024
"Maas, Sarah J.",A Court of Wings and Ruin,Banned,,,,Florida,Bay District Schools,May 2024,Formal Challenge,2023-2024
"Maas, Sarah J.",A Court of Wings and Ruin,Banned,,,,Florida,Indian River County Schools,August 2023,Formal Challenge,2023-2024
"Maas, Sarah J.",A Court of Wings and Ruin,Banned,,,,Florida,Lake County Schools,July 2023,Administration,2023-2024
"Maas, Sarah J.",A Court of Wings and Ruin,Banned,,,,Florida,Okaloosa County School District,August 2023,Administration,2023-2024
"Maas, Sarah J.",A Court of Wings and Ruin,Banned pending investigation,,,,Florida,Orange County Public Schools,December 2023,Administration,2023-2024
"Maas, Sarah J.",A Court of Wings and Ruin,Banned pending investigation,,,,Florida,Polk County Public Schools,June 2024,Formal Challenge,2023-2024
"Maas, Sarah J.",A Court of Wings and Ruin,Banned,,,,Florida,Seminole County Public Schools,September 2023,Administration,2023-2024
"Maas, Sarah J.",A Court of Wings and Ruin,Banned,,,,Georgia,Marietta City Schools,December 2023,Administration,2023-2024
"Maas, Sarah J.",A Court of Wings and Ruin,Banned,,,,Iowa,Adel DeSoto Minburn Community School District,June 2024,Administration,2023-2024
"Maas, Sarah J.",A Court of Wings and Ruin,Banned,,,,Iowa,Boone Community School District,June 2024,Administration,2023-2024
"Maas, Sarah J.",A Court of Wings and Ruin,Banned,,,,Iowa,CAM Community School District,June 2024,Administration,2023-2024
"Maas, Sarah J.",A Court of Wings and Ruin,Banned pending investigation,,,,Iowa,Cedar Falls Community School District,June 2024,Administration,2023-2024
"Maas, Sarah J.",A Court of Wings and Ruin,Banned,,,,Iowa,Central Lyon Community School District,October 2023,Administration,2023-2024
"Maas, Sarah J.",A Court of Wings and Ruin,Banned,,,,Iowa,Clayton Ridge Community School District,June 2024,Administration,2023-2024
"Maas, Sarah J.",A Court of Wings and Ruin,Banned,,,,Iowa,Clear Lake Community School District,June 2024,Administration,2023-2024
"Maas, Sarah J.",A Court of Wings and Ruin,Banned pending investigation,,,,Iowa,Council Bluffs Community School District,June 2024,Administration,2023-2024
"Maas, Sarah J.",A Court of Wings and Ruin,Banned pending investigation,,,,Iowa,Dallas Center-Grimes Community School District,June 2024,Administration,2023-2024
"Maas, Sarah J.",A Court of Wings and Ruin,Banned pending investigation,,,,Iowa,Decorah Community School District,June 2024,Administration,2023-2024
"Maas, Sarah J.",A Court of Wings and Ruin,Banned,,,,Iowa,Glenwood Community School District,June 2024,Administration,2023-2024
"Maas, Sarah J.",A Court of Wings and Ruin,Banned,,,,Iowa,Grundy Center Community School District,June 2024,Administration,2023-2024
"Maas, Sarah J.",A Court of Wings and Ruin,Banned,,,,Iowa,Interstate 35 Community School District,June 2024,Administration,2023-2024
"Maas, Sarah J.",A Court of Wings and Ruin,Banned pending investigation,,,,Iowa,Iowa City Community School District,October 2023,Administration,2023-2024
"Maas, Sarah J.",A Court of Wings and Ruin,Banned pending investigation,,,,Iowa,Linn-Mar Community School District,June 2024,Administration,2023-2024
"Maas, Sarah J.",A Court of Wings and Ruin,Banned pending investigation,,,,Iowa,Louisa-Muscatine Community School District,October 2023,Administration,2023-2024
"Maas, Sarah J.",A Court of Wings and Ruin,Banned,,,,Iowa,Mason City Community Schools,June 2024,Administration,2023-2024
"Maas, Sarah J.",A Court of Wings and Ruin,Banned,,,,Iowa,Mediapolis Community School District,June 2024,Administration,2023-2024
"Maas, Sarah J.",A Court of Wings and Ruin,Banned,,,,Iowa,Nevada Community School District,October 2023,Administration,2023-2024
"Maas, Sarah J.",A Court of Wings and Ruin,Banned pending investigation,,,,Iowa,Norwalk Community School District,October 2023,Administration,2023-2024
"Maas, Sarah J.",A Court of Wings and Ruin,Banned pending investigation,,,,Iowa,Okoboji Community School District,June 2024,Administration,2023-2024
"Maas, Sarah J.",A Court of Wings and Ruin,Banned,,,,Iowa,Oskaloosa Community School District,October 2023,Administration,2023-2024
"Maas, Sarah J.",A Court of Wings and Ruin,Banned,,,,Iowa,Ottumwa Community School District,January 2024,Administration,2023-2024
"Maas, Sarah J.",A Court of Wings and Ruin,Banned,,,,Iowa,Red Oak School District,October 2023,Administration,2023-2024
"Maas, Sarah J.",A Court of Wings and Ruin,Banned,,,,Iowa,Shenandoah Community School District,June 2024,Administration,2023-2024
"Maas, Sarah J.",A Court of Wings and Ruin,Banned,,,,Iowa,Sigourney Community School District,October 2023,Administration,2023-2024
"Maas, Sarah J.",A Court of Wings and Ruin,Banned,,,,Iowa,Solon Community School District,June 2024,Administration,2023-2024
"Maas, Sarah J.",A Court of Wings and Ruin,Banned,,,,Iowa,South Tama County Community School District,December 2023,Administration,2023-2024
"Maas, Sarah J.",A Court of Wings and Ruin,Banned pending investigation,,,,Iowa,Spencer Community School District,June 2024,Administration,2023-2024
"Maas, Sarah J.",A Court of Wings and Ruin,Banned,,,,Iowa,Union Community School District,June 2024,Administration,2023-2024
"Maas, Sarah J.",A Court of Wings and Ruin,Banned pending investigation,,,,Iowa,Urbandale Community School District,October 2023,Administration,2023-2024
"Maas, Sarah J.",A Court of Wings and Ruin,Banned pending investigation,,,,Iowa,Waterloo Community School District,June 2024,Administration,2023-2024
"Maas, Sarah J.",A Court of Wings and Ruin,Banned pending investigation,,,,Iowa,Waukee Community School District,June 2024,Administration,2023-2024
"Maas, Sarah J.",A Court of Wings and Ruin,Banned,,,,Iowa,Waverly-Shell Rock Community School District,October 2023,Administration,2023-2024
"Maas, Sarah J.",A Court of Wings and Ruin,Banned pending investigation,,,,Iowa,West Des Moines Community Schools,October 2023,Administration,2023-2024
"Maas, Sarah J.",A Court of Wings and Ruin,Banned,,,,Iowa,Western Dubuque Community School District,June 2024,Administration,2023-2024
"Maas, Sarah J.",A Court of Wings and Ruin,Banned,,,,Iowa,Winterset Community School District,October 2023,Administration,2023-2024
"Maas, Sarah J.",A Court of Wings and Ruin,Banned by restriction,,,,Maine,Hermon School Department,August 2023,Administration,2023-2024
"Maas, Sarah J.",A Court of Wings and Ruin,Banned,,,,Maryland,Caroll County School District,August 2023,Formal Challenge,2023-2024
"Maas, Sarah J.",A Court of Wings and Ruin,Banned,,,,North Carolina,Burke County Public Schools,October 2023,Administration,2023-2024
"Maas, Sarah J.",A Court of Wings and Ruin,Banned,,,,South Carolina,Spartanburg County School District One,February 2024,Administration,2023-2024
"Maas, Sarah J.",A Court of Wings and Ruin,Banned,,,,Tennessee,Rutherford County Schools,February 2024,Administration,2023-2024
"Maas, Sarah J.",A Court of Wings and Ruin,Banned,,,,Texas,Fort Worth Independent School District,August 2023,Administration,2023-2024
"Maas, Sarah J.",A Court of Wings and Ruin,Banned,,,,Texas,Plano Independent School District,October 2023,Informal Challenge,2023-2024
"Maas, Sarah J.",A Court of Wings and Ruin,Banned,,,,Virginia,Hanover County Public Schools,August 2023,Administration,2023-2024
"Maas, Sarah J.",A Court of Wings and Ruin,Banned by restriction,,,,Wisconsin,Elkhorn Area School District,November 2023,"Informal Challenge, Administration",2023-2024
"Maas, Sarah J.",A Court of Wings and Ruin,Banned,,,,Wisconsin,Howard-Suamic School District,November 2023,Administration,2023-2024
"Maas, Sarah J.",A Court of Wings and Ruin,Banned,,,,Wisconsin,Menomonee Falls Schools,October 2023,Formal Challenge,2023-2024
"Maas, Sarah J.",A Court of Wings and Ruin,Banned by restriction,,,,Wyoming,Laramie County School District No. 1,June 2024,Formal Challenge,2023-2024
"Maas, Sarah J.",Catwoman: Soulstealer,Banned,,,,Florida,Seminole County Public Schools,September 2023,Formal Challenge,2023-2024
"Maas, Sarah J.",Catwoman: Soulstealer,Banned by restriction,,,,Missouri,Cameron R-1 School District,June 2024,Administration,2023-2024
"Maas, Sarah J.",Corona de Medianoche,Banned pending investigation,,,,Florida,Escambia County Public Schools,August 2023,Administration,2023-2024
"Maas, Sarah J.",Crown of Midnight,Banned,,,,Florida,Bay District Schools,April 2024,Formal Challenge,2023-2024
"Maas, Sarah J.",Crown of Midnight,Banned pending investigation,,,,Florida,Escambia County Public Schools,March 2024,Administration,2023-2024
"Maas, Sarah J.",Crown of Midnight,Banned by restriction,,,,Florida,Seminole County Public Schools,September 2023,Administration,2023-2024
"Maas, Sarah J.",Crown of Midnight,Banned pending investigation,,,,Iowa,Bondurant-Farrar Community School District,February 2024,Administration,2023-2024
"Maas, Sarah J.",Crown of Midnight,Banned,,,,Iowa,Clear Lake Community School District,June 2024,Administration,2023-2024
"Maas, Sarah J.",Crown of Midnight,Banned pending investigation,,,,Iowa,Knoxville Community School District,June 2024,Administration,2023-2024
"Maas, Sarah J.",Crown of Midnight,Banned pending investigation,,,,Iowa,Nevada Community School District,October 2023,Administration,2023-2024
"Maas, Sarah J.",Crown of Midnight,Banned pending investigation,,,,Iowa,Okoboji Community School District,June 2024,Administration,2023-2024
"Maas, Sarah J.",Crown of Midnight,Banned,,,,Iowa,Union Community School District,June 2024,Administration,2023-2024
"Maas, Sarah J.",Crown of Midnight,Banned by restriction,,,,Maine,Hermon School Department,August 2023,Administration,2023-2024
"Maas, Sarah J.",Crown of Midnight,Banned by restriction,,,,Missouri,Cameron R-1 School District,June 2024,Administration,2023-2024
"Maas, Sarah J.",Crown of Midnight,Banned,,,,South Carolina,Horry County Schools,April 2024,Formal Challenge,2023-2024
"Maas, Sarah J.",Crown of Midnight,Banned,,,,Texas,North East Independent School District,June 2024,Administration,2023-2024
"Maas, Sarah J.",Crown of Midnight,Banned pending investigation,,,,Wisconsin,Elkhorn Area School District,November 2023,"Informal Challenge, Administration",2023-2024
"Maas, Sarah J.",Empire of Storms,Banned pending investigation,,,,Alaska,Matanuska-Susitna Borough School District,September 2023,Formal Challenge,2023-2024
"Maas, Sarah J.",Empire of Storms,Banned,,,,Florida,Alachua County Public Schools,March 2024,Formal Challenge,2023-2024
"Maas, Sarah J.",Empire of Storms,Banned,,,,Florida,Bay District Schools,April 2024,Formal Challenge,2023-2024
"Maas, Sarah J.",Empire of Storms,Banned,,,,Florida,Lake County Schools,July 2023,Administration,2023-2024
"Maas, Sarah J.",Empire of Storms,Banned pending investigation,,,,Florida,Okaloosa County School District,August 2023,Administration,2023-2024
"Maas, Sarah J.",Empire of Storms,Banned,,,,Florida,Polk County Public Schools,April 2024,Formal Challenge,2023-2024
"Maas, Sarah J.",Empire of Storms,Banned pending investigation,,,,Florida,Santa Rosa County Schools,October 2023,Formal Challenge,2023-2024
"Maas, Sarah J.",Empire of Storms,Banned,,,,Florida,School District of Manatee County,December 2023,Formal Challenge,2023-2024
"Maas, Sarah J.",Empire of Storms,Banned,,,,Florida,Seminole County Public Schools,September 2023,Formal Challenge,2023-2024
